user_id,history_indices
User_853,"[8594, 14979, 37447, 37741, 44958]"
User_854,"[15453, 17691, 47239, 52696]"
User_855,"[638, 9558, 9800, 12849, 24961, 30997, 48401, 52431, 52800]"
User_856,"[8812, 27624, 32741, 33882, 41330]"
User_857,"[3126, 16447, 19663, 26109, 31891, 36840, 37213, 51467]"
User_858,"[3934, 10704, 14120, 45255]"
User_859,"[6311, 17024, 21932, 29481, 31230, 41278, 48797]"
User_860,"[1299, 16889, 22553, 23613, 26985, 36535, 36723, 53085]"
User_861,"[13038, 23009, 39687, 44537]"
User_862,"[18652, 21305, 23272, 44118, 51138]"
User_863,"[5138, 9492, 18777, 24973, 29290, 30392, 40217, 41399, 48268, 50773]"
User_864,"[22111, 27644, 41371, 41981, 52934]"
User_865,"[4675, 5184, 10616, 14956, 19094, 20544, 20766, 22519, 42795]"
User_866,"[17776, 23800, 25916, 29156, 39674, 42247, 51181]"
User_867,"[1513, 8194, 10965, 12051, 15376, 16491, 27131, 43386, 47695, 48750]"
User_868,"[6750, 10938, 13800, 26020]"
User_869,"[3527, 4180, 31010, 35942]"
User_870,"[26018, 34339, 50523]"
User_871,"[6811, 10176, 17200, 40507]"
User_872,"[15031, 20274, 25548, 42915]"
User_873,"[8284, 8603, 18623, 29042, 41057, 48338]"
User_874,"[1872, 2303, 21312, 23385, 43486]"
User_875,"[8854, 11602, 17852, 29153, 30617, 35342, 35427, 35949, 38720, 45719]"
User_876,"[20293, 28506, 34305, 34982, 36961, 41356, 41671, 41912, 41929, 49080]"
User_877,"[5869, 14885, 20176, 23971, 28957, 31565, 35367, 52737]"
User_878,"[6, 691, 8932, 10205, 17026, 19894, 34296, 49695, 53436]"
User_879,"[545, 18793, 30749, 31265, 32239, 35068, 45073, 49510]"
User_880,"[598, 15152, 19196, 28209, 39125, 50192, 52295]"
User_881,"[12358, 24487, 35927]"
User_882,"[10700, 16377, 25540, 25870, 28646, 36736, 42335, 46854, 48307]"
User_883,"[5191, 14456, 15699, 17234, 27671, 33856, 40981, 50104, 52426]"
User_884,"[17617, 18656, 27060, 34861, 42497, 48688, 53006]"
User_885,"[4486, 7232, 8953, 11954, 18978, 41739]"
User_886,"[1271, 9971, 12306, 17834, 21013, 29672, 32243, 40483, 40812, 45906]"
User_887,"[1450, 12185, 35059]"
User_888,"[8194, 17641, 18488, 46871]"
User_889,"[537, 965, 5911, 9875, 14233, 15257, 22407, 27541, 32347, 47651]"
User_890,"[24339, 30388, 32662, 45674, 51493, 51866, 52393]"
User_891,"[5257, 21643, 49189]"
User_892,"[3672, 4678, 17465, 25717, 50833]"
User_893,"[826, 7992, 11901, 12595, 16315, 16389, 25007, 25218, 46837, 50341]"
User_894,"[2196, 6157, 13053, 16198, 30201, 34153, 43647, 48190, 48340, 50527]"
User_895,"[10394, 20454, 21172, 25501, 30987, 44659]"
User_896,"[34139, 36017, 48806]"
User_897,"[16601, 19583, 31537, 41846]"
User_898,"[3413, 7400, 14272, 15464, 23620, 43692]"
User_899,"[987, 7841, 10968, 18094, 21267, 25939, 38318, 51717, 52061]"
User_900,"[585, 2752, 31147, 38081, 45269, 51345]"
User_901,"[5864, 10334, 16300, 24339, 50514]"
User_902,"[3917, 3935, 5990, 22178, 23299, 40543, 40968, 42242, 44954, 49778]"
User_903,"[7038, 8246, 35150, 45962, 51869]"
User_904,"[15248, 20757, 22761, 28751, 36592, 42247, 48050, 49590, 51679, 52790]"
User_905,"[1399, 8829, 23472, 24757, 45170, 47474]"
User_906,"[2587, 19314, 28672, 31804, 35568, 36636, 46309]"
User_907,"[12230, 12437, 18043, 21212, 22784, 30696, 35626, 37139, 39235, 47998]"
User_908,"[4513, 10159, 19377, 29450, 34808]"
User_909,"[47, 24059, 29758, 33158, 35494, 41813, 50850]"
User_910,"[1226, 12159, 15649, 21017, 23860, 40614, 40645, 48080, 50857]"
User_911,"[12443, 25394, 35321, 43141]"
User_912,"[7239, 10101, 18555, 21104, 21141, 26856, 36140, 40176, 42002, 50183]"
User_913,"[2868, 4369, 34288, 43181]"
User_914,"[2049, 7015, 11707, 13243, 31809]"
User_915,"[2085, 6471, 25467, 37421, 42057, 43117]"
User_916,"[3216, 14465, 16773, 24009, 34460, 38685, 39711, 40892, 45961, 47044]"
User_917,"[857, 13679, 32204, 42975]"
User_918,"[3978, 30674, 41872, 52495]"
User_919,"[3820, 24187, 27259, 36570, 40431, 46427, 48724, 52051]"
User_920,"[2664, 4612, 5107, 14149, 19916, 34669, 48123]"
User_921,"[6633, 15139, 34842, 47524]"
User_922,"[11724, 12416, 12656, 16302, 34484, 36596, 37357, 40981, 43049]"
User_923,"[6914, 23459, 30062, 37785, 41852, 44203, 46042, 48896, 50219]"
User_924,"[6822, 10932, 11822, 22119, 26316, 33075, 36042, 43092, 51934]"
User_925,"[20653, 23089, 29033, 34989, 39316]"
User_926,"[21197, 24361, 27023, 28219, 39872, 41500, 47570, 50081]"
User_927,"[14019, 24580, 35758, 36060, 36906, 50181]"
User_928,"[12, 2271, 23593, 26023, 29327, 29648, 47599]"
User_929,"[430, 1068, 8852, 19682, 19781, 33922, 39043]"
User_930,"[1422, 14078, 18085, 20637, 45201, 50562]"
User_931,"[2473, 6179, 10230, 23308, 30170]"
User_932,"[15269, 16374, 17366, 24057, 38152]"
User_933,"[6023, 14249, 19680, 26201, 37294, 37387, 53154]"
User_934,"[21279, 31623, 47420, 51963]"
User_935,"[6249, 31999, 37763, 45193, 46061]"
User_936,"[2449, 5143, 25005, 37767, 47893, 51126, 52975]"
User_937,"[21914, 22801, 50521]"
User_938,"[749, 7899, 14858, 27297, 39472, 41542, 42780, 48999, 50488]"
User_939,"[2698, 3547, 9802, 19974, 20926, 21419, 34365, 35384, 37022]"
User_940,"[3310, 10039, 25747, 29203, 44147, 47944]"
User_941,"[14554, 18991, 28307, 51535]"
User_942,"[3231, 5409, 8663, 9700, 22031, 31185, 35923, 37449, 48844]"
User_943,"[5575, 8544, 17206, 26117, 28474, 32887, 45735, 49940, 50713]"
User_944,"[12983, 25907, 31517, 31972, 36654]"
User_945,"[15880, 16137, 34357, 36776, 40369, 48212]"
User_946,"[17449, 21195, 28184, 50906]"
User_947,"[7374, 27104, 27757, 44023]"
User_948,"[1586, 12483, 21019, 22578, 22826, 38920, 42952, 50441]"
User_949,"[9556, 11092, 22919, 28980, 40384, 40840, 52612]"
User_950,"[2941, 5623, 7364, 10223, 13086, 15301, 24498, 44915, 47742, 49658]"
User_951,"[9678, 15928, 40698]"
User_952,"[900, 7292, 19996, 22496, 29495, 45468, 52709]"
User_953,"[1490, 13356, 13697, 13885, 21749, 34292, 35258, 35810, 48497, 49175]"
User_954,"[9263, 31655, 35966, 40831, 45552, 45793, 47836]"
User_955,"[24681, 38207, 43484]"
User_956,"[3939, 11162, 16741]"
User_957,"[3478, 13152, 17778, 30471, 40498, 45647, 51720]"
User_958,"[4364, 25470, 43278]"
User_959,"[1250, 7070, 19168, 23607, 42559, 43260, 43449]"
User_960,"[6527, 15149, 20673, 24949, 31762, 33327, 34836, 39131, 46510]"
User_961,"[12217, 13033, 30014, 32810]"
User_962,"[2605, 16213, 34695]"
User_963,"[1204, 10289, 21860, 22726, 25781, 32108, 48784]"
User_964,"[4063, 15479, 18079, 19813, 23290, 32850, 40975, 53208]"
User_965,"[1931, 9942, 14783, 18362, 25373, 36368, 53402]"
User_966,"[5753, 8995, 25048, 25745, 34125, 43052, 44433, 47834]"
User_967,"[10010, 15752, 20472, 27350, 27948, 37545]"
User_968,"[8635, 9081, 13550, 29436, 35478, 35535, 38078, 42760]"
User_969,"[8863, 9051, 20250, 34328, 45123, 46211]"
User_970,"[4444, 9512, 10357, 20807, 34928, 36525, 37017, 43006, 50465]"
User_971,"[9536, 12067, 20814, 47649]"
User_972,"[20885, 27134, 50163]"
User_973,"[9958, 12316, 17943, 19880, 29032, 41736, 48387, 48864, 51059]"
User_974,"[1716, 8620, 12107, 49967]"
User_975,"[15133, 15216, 37161, 39083, 39688, 40131, 45047]"
User_976,"[5208, 23544, 45098]"
User_977,"[8787, 12057, 24507, 25392, 30720, 32207, 32920, 39630, 42570, 46662]"
User_978,"[983, 2112, 9012, 10733, 12665, 14829, 17685, 26777, 27069, 50104]"
User_979,"[4334, 13292, 13406, 43996, 48651, 49661]"
User_980,"[21292, 28788, 32108, 40439, 45079]"
User_981,"[2741, 16173, 20506, 24928, 26533, 28020, 39841, 47199, 48190, 50870]"
User_982,"[34421, 35137, 37482, 38915, 40075, 42034, 46144, 48658, 51571]"
User_983,"[7164, 29596, 34121]"
User_984,"[2572, 2779, 16103, 25388, 25926, 33824, 33993, 35249, 36549, 48180]"
User_985,"[12442, 19082, 28806]"
User_986,"[3574, 10910, 18737, 19295, 19959, 27686, 30234, 40182, 50703]"
User_987,"[5927, 29602, 30381, 42342, 47359]"
User_988,"[11781, 38367, 45620, 51034]"
User_989,"[1632, 21198, 25760, 27103, 29549]"
User_990,"[13233, 29732, 29798, 38686, 46703]"
User_991,"[16389, 21238, 42505, 45332]"
User_992,"[5976, 7481, 8096, 47079, 48055]"
User_993,"[5590, 23785, 25171, 33532, 34328, 40112, 41554, 46352, 47636, 51843]"
User_994,"[2877, 24817, 24943, 36067, 50348]"
User_995,"[9836, 10624, 21967, 37060, 43222]"
User_996,"[3362, 11722, 27497, 46664, 50407]"
User_997,"[11842, 18925, 20284, 29245, 41055, 47851, 50372]"
User_998,"[231, 8622, 13294, 40800]"
User_999,"[376, 800, 30057, 32612, 32679, 35618, 52917]"
User_1000,"[5203, 14213, 15589, 26879, 28958, 29736, 31176, 38591, 39401, 43219]"
